Gross Commit Indicator,Financial Aid Intent,Scholarship,Direct Legacy? (parent),Ethnic Background,First Gen to College,Permanent Region,GPA,HS Class Size,Campus Visit Indicator?,Interview?,Academic Interest,Sex,Level of Financial Need,Reader Academic Rating,id
0,FAY,LDRS,0,Asian,1,CA,3.87,,0,0,Biology,F,"High OxyS - $30,000 to $45,999",2,3790
0,FAY,NO,1,White,0,OR,3.75,359.0,1,0,Engineering Combined Degree Program,M,No OxyS - $0,3,7946
0,FAY,DIR,0,Asian,0,CA,3.74,223.0,0,0,Neuroscience,F,"Low OxyS - $1 to $19,999",2,1360
0,FAY,,0,White,0,NY,4.0,,1,0,English,F,"Low OxyS - $1 to $19,999",2,5380
0,FAN,PRES,0,Asian,0,CA,3.83,331.0,0,0,Economics,F,"Medium OxyS - $20,000 - $29,999",1,5058
0,FAY,,0,,0,CA,4.0,,0,0,Politics,M,"High OxyS - $30,000 to $45,999",2,6745
0,FAY,TRST,0,White,0,WA,3.92,306.0,0,0,Undecided,F,"Very High OxyS - $46,000 +",1,7194
0,FAY,TRST,0,"Asian, White",0,CA,3.88,597.0,1,0,Politics,F,"Low OxyS - $1 to $19,999",1,3247
1,FAN,,0,"Asian, White",0,CA,3.07,,1,0,Economics,M,No OxyS - $0,4,1884
0,FAY,,0,Black or African American,0,TN,3.42,,1,0,Art History,F,No OxyS - $0,3,1618
0,FAY,LDRS,0,Asian,0,CA,3.9,95.0,1,1,Economics,M,"Low OxyS - $1 to $19,999",2,5036
0,FAY,PRES,0,Asian,0,CA,3.96,,0,0,Biochemistry,M,"Low OxyS - $1 to $19,999",1,3769
0,FAN,PRES,0,White,0,MA,3.75,483.0,0,0,Art History,M,"Medium OxyS - $20,000 - $29,999",1,3556
0,FAY,DIR,1,Hispanic/Latino,0,UT,3.66,66.0,0,0,Philosophy,F,"Low OxyS - $1 to $19,999",2,7101
1,FAY,,0,"Asian, White",0,CA,3.44,,0,1,Sociology,F,"Low OxyS - $1 to $19,999",4,5626
1,FAY,NO,0,Asian,0,CA,3.21,652.0,1,0,Mathematics,M,No OxyS - $0,2,4490
0,FAN,NO,0,White,0,MA,3.63,485.0,0,0,Psychology,F,No OxyS - $0,2,3677
0,FAY,DIR,0,Asian,0,CA,3.92,,0,0,Chemistry,F,"Low OxyS - $1 to $19,999",2,1340
1,FAY,NO,0,White,0,MD,3.48,579.0,1,0,Chemistry,F,"Low OxyS - $1 to $19,999",3,3842
1,FAY,DIR,0,White,0,AZ,3.88,,1,1,Politics,F,"Medium OxyS - $20,000 - $29,999",2,6006
0,FAY,NO,0,Hispanic/Latino,0,CA,3.89,709.0,0,0,Engineering Combined Degree Program,F,"Very High OxyS - $46,000 +",2,6642
0,FAN,NO,0,White,0,CA,3.64,93.0,1,1,Biology,M,No OxyS - $0,3,3015
0,FAY,,0,Asian,0,CA,3.52,,0,0,Economics,F,"Medium OxyS - $20,000 - $29,999",3,8419
0,FAY,NO,0,Black or African American,0,MN,3.83,50.0,1,0,English,F,"Low OxyS - $1 to $19,999",3,3643
0,FAY,NO,0,Asian,0,MA,3.5,410.0,0,0,Cognitive Science,M,"Low OxyS - $1 to $19,999",3,67
0,FAY,DIR,0,"Black or African American, Hispanic/Latino",0,IL,4.0,386.0,1,0,Creative Writing,M,"Very High OxyS - $46,000 +",2,7599
0,FAY,NO,0,Asian,0,HI,3.68,432.0,0,1,Diplomacy & World Affairs,F,"Very High OxyS - $46,000 +",3,5883
0,FAN,PRES,0,White,0,CA,4.0,,0,0,Independent Pattern of Study,F,"Low OxyS - $1 to $19,999",1,7942
0,FAN,,1,Asian,0,CA,3.5,,0,0,Economics,F,No OxyS - $0,3,9244
1,FAY,NO,0,White,0,AZ,3.62,194.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",4,9478
0,FAY,DIR,0,White,0,CA,4.0,350.0,0,0,English,M,"Low OxyS - $1 to $19,999",2,3825
0,FAY,TRST,0,,0,CA,3.78,659.0,0,0,Biochemistry,F,"Very High OxyS - $46,000 +",1,4570
1,FAY,NO,0,"Hispanic/Latino, White",0,WA,4.0,257.0,1,0,Physics: 3-2 Engineering Program,M,"High OxyS - $30,000 to $45,999",2,678
1,FAN,NO,0,White,0,CA,3.57,38.0,1,0,Neuroscience,F,No OxyS - $0,3,3119
0,FAY,TRST,0,White,0,CA,3.93,131.0,1,0,Independent Pattern of Study,F,"Low OxyS - $1 to $19,999",1,9624
0,FAY,TRST,0,"American Indian or Alaska Native, Asian, White",0,WA,4.0,160.0,1,0,Computer Science,F,"Medium OxyS - $20,000 - $29,999",1,4320
0,FAN,NO,0,"Hispanic/Latino, White",0,TX,3.48,80.0,1,0,Biology,M,No OxyS - $0,2,5537
1,FAY,TRST,0,"American Indian or Alaska Native, White",0,WA,3.89,428.0,1,0,Politics,F,"Low OxyS - $1 to $19,999",1,4020
1,FAY,NO,0,Black or African American,1,NY,3.25,284.0,1,0,Engineering Combined Degree Program,M,"Very High OxyS - $46,000 +",3,1030
0,FAY,DIR,0,White,0,CA,3.65,,0,0,Theater,F,"High OxyS - $30,000 to $45,999",2,7639
0,FAN,,0,"Hispanic/Latino, White",0,NM,3.97,,0,1,Critical Theory & Social Justice,F,No OxyS - $0,2,3187
0,FAN,DIR,0,White,0,WA,3.74,323.0,1,0,Biology,F,"Medium OxyS - $20,000 - $29,999",2,1970
0,FAY,NO,0,Asian,0,CA,3.83,383.0,0,0,Biology,M,No OxyS - $0,2,3909
0,FAY,DIR,0,White,0,CA,3.94,,0,0,Biology,F,"High OxyS - $30,000 to $45,999",2,1806
0,FAN,,0,White,0,NY,3.53,,1,0,Economics,M,No OxyS - $0,3,5264
1,FAN,DIR,0,White,0,WA,3.72,,1,1,Psychology,M,"Low OxyS - $1 to $19,999",2,6
1,FAY,NO,0,White,0,OH,3.57,67.0,1,1,Interdisciplinary Writing,F,"High OxyS - $30,000 to $45,999",3,7267
0,FAY,DIR,0,"Black or African American, Hispanic/Latino",0,AZ,3.65,128.0,0,0,Biochemistry,M,"Low OxyS - $1 to $19,999",2,1857
0,FAN,ACH,0,"Black or African American, White",0,Moscow g,3.83,53.0,0,0,History,F,"Low OxyS - $1 to $19,999",3,464
1,FAY,NO,0,White,0,MA,3.47,470.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",3,2965
0,FAY,DEAN,0,White,0,CA,3.96,,0,0,Physics: 3-2 Engineering Program,M,"High OxyS - $30,000 to $45,999",1,9570
0,FAN,PRES,0,White,0,CO,4.0,495.0,0,0,Pre-health Professions,F,"Low OxyS - $1 to $19,999",1,2969
0,FAY,,0,"Asian, White",1,CA,3.84,,0,0,Pre-health Professions,F,"High OxyS - $30,000 to $45,999",2,2719
0,FAN,DIR,0,White,0,CA,3.74,443.0,1,0,Biology,F,"Low OxyS - $1 to $19,999",2,1757
0,FAY,,0,"Hispanic/Latino, White",1,TX,3.66,,1,0,Physics: 3-2 Engineering Program,M,"Very High OxyS - $46,000 +",3,8468
0,FAY,DIR,0,White,0,OR,3.84,314.0,1,1,Critical Theory & Social Justice,M,"High OxyS - $30,000 to $45,999",2,2046
0,FAY,NO,0,,0,WI,3.6,119.0,0,0,Diplomacy & World Affairs,M,"Low OxyS - $1 to $19,999",4,4800
0,FAN,NO,0,Black or African American,0,KS,3.66,78.0,0,0,Chinese Studies,F,No OxyS - $0,3,5665
0,FAY,DIR,0,White,0,MN,4.0,,1,0,Sociology,F,"Low OxyS - $1 to $19,999",2,7822
0,FAY,NO,0,Hispanic/Latino,0,FL,3.85,777.0,1,0,Diplomacy & World Affairs,M,"Low OxyS - $1 to $19,999",3,6706
0,FAN,NO,0,White,0,CA,4.0,511.0,0,0,Biology,F,No OxyS - $0,3,4232
0,FAY,DIR,0,White,0,ID,3.95,356.0,1,0,Chemistry,M,"Low OxyS - $1 to $19,999",2,7166
0,FAN,,0,White,0,NV,3.26,,0,0,Diplomacy & World Affairs,F,No OxyS - $0,4,1189
0,FAY,TRST,0,White,0,WA,4.0,426.0,0,1,Physics: 3-2 Engineering Program,F,"Low OxyS - $1 to $19,999",1,5324
0,FAY,PRES,1,"Asian, Hispanic/Latino, Native Hawaiian or Other Pacific Islander",1,HI,3.93,228.0,0,1,Psychology,F,"Medium OxyS - $20,000 - $29,999",1,9358
0,FAY,PRES,0,White,0,MD,3.77,380.0,0,0,Biology,F,"Medium OxyS - $20,000 - $29,999",1,2057
1,FAN,NO,0,White,0,MI,3.67,155.0,1,0,Biology,F,No OxyS - $0,4,3300
0,FAY,NO,0,White,0,CA,3.64,526.0,1,0,Psychology,M,No OxyS - $0,3,8362
1,FAY,NO,0,White,0,CA,3.81,22.0,0,0,Art History,F,"High OxyS - $30,000 to $45,999",3,5785
0,FAY,DIR,0,White,0,CA,3.98,284.0,1,0,Biochemistry,F,"High OxyS - $30,000 to $45,999",2,305
0,FAN,NO,0,White,0,CA,3.43,66.0,1,0,Politics,F,No OxyS - $0,3,7840
0,FAY,DIR,0,White,0,CA,3.83,446.0,0,1,Engineering Combined Degree Program,M,"Low OxyS - $1 to $19,999",2,1158
1,FAY,,0,"Hispanic/Latino, White",0,CA,3.27,,0,0,Pre-health Professions,M,"High OxyS - $30,000 to $45,999",3,616
0,FAY,NO,0,Black or African American,0,DC,2.95,80.0,1,0,Psychology,M,"Medium OxyS - $20,000 - $29,999",3,3428
0,FAY,DIR,0,White,0,CA,3.71,484.0,1,0,Chemistry,M,"Low OxyS - $1 to $19,999",2,9181
0,FAN,TRST,0,White,0,CT,3.75,237.0,1,0,English,M,"Low OxyS - $1 to $19,999",1,8994
0,FAY,,0,Hispanic/Latino,1,CA,4.0,,0,0,Biology,F,"High OxyS - $30,000 to $45,999",4,3028
0,FAY,NO,0,White,0,CA,3.83,541.0,1,0,Mathematics,M,"Medium OxyS - $20,000 - $29,999",2,5397
0,FAY,NO,0,White,0,CA,3.5,443.0,0,0,Economics,M,No OxyS - $0,4,4272
0,FAY,NO,0,"Native Hawaiian or Other Pacific Islander, White",0,CA,3.71,520.0,0,0,Psychology,F,"Low OxyS - $1 to $19,999",3,5710
0,FAY,NO,0,"Hispanic/Latino, White",1,NC,3.71,149.0,1,0,Latino(a) and Latin American Studies,M,"Very High OxyS - $46,000 +",4,6456
0,FAY,TRST,0,Asian,0,AZ,3.75,83.0,1,1,Public Health,M,"Medium OxyS - $20,000 - $29,999",1,5323
0,FAY,LDRS,0,"American Indian or Alaska Native, Black or African American, White",1,NH,3.8,263.0,0,0,Public Health,M,"High OxyS - $30,000 to $45,999",3,9183
0,FAN,NO,0,White,0,IL,3.76,112.0,0,0,Psychology,F,No OxyS - $0,2,7190
1,FAY,NO,0,Asian,0,CA,3.57,664.0,1,0,Mathematics,M,"High OxyS - $30,000 to $45,999",2,8075
0,FAN,NO,0,White,0,GA,3.78,201.0,0,0,Urban and Environmental Policy,F,No OxyS - $0,2,51
1,FAY,NO,0,White,0,WA,3.92,71.0,1,0,Diplomacy & World Affairs,M,"Low OxyS - $1 to $19,999",3,3339
0,FAY,TRST,0,Asian,0,CA,3.9,202.0,0,0,Biology,F,"High OxyS - $30,000 to $45,999",1,4950
0,FAY,DIR,0,White,0,CA,3.87,74.0,0,0,Environmental Science,M,"Low OxyS - $1 to $19,999",2,429
0,FAY,TRST,0,White,0,WA,4.0,303.0,0,0,Pre-health Professions,F,"Low OxyS - $1 to $19,999",1,4653
0,FAY,DIR,0,"Hispanic/Latino, White",1,CA,3.96,,0,0,History,F,"High OxyS - $30,000 to $45,999",2,6306
0,FAY,ACH,0,Hispanic/Latino,1,CA,3.59,849.0,1,1,Kinesiology,F,"Low OxyS - $1 to $19,999",3,2879
0,FAY,NO,0,White,0,MA,3.8,465.0,1,0,Art History,F,"Low OxyS - $1 to $19,999",3,2999
0,FAY,TRST,0,"Asian, White",0,CA,3.95,446.0,0,0,Urban and Environmental Policy,F,"Low OxyS - $1 to $19,999",1,261
0,FAY,NO,0,"Hispanic/Latino, White",0,CA,3.66,106.0,1,0,Pre-law Advising,F,No OxyS - $0,3,2831
0,FAN,ACH,0,"Hispanic/Latino, White",0,MT,3.5,208.0,1,0,Art History,F,"Low OxyS - $1 to $19,999",4,1707
0,FAN,DIR,0,White,0,MA,3.56,,0,0,Diplomacy & World Affairs,F,"Low OxyS - $1 to $19,999",2,4983
0,FAN,NO,0,"Asian, White",0,NY,3.62,112.0,0,0,Classical Studies,F,No OxyS - $0,2,1854
1,FAY,NO,0,Hispanic/Latino,1,IL,3.31,143.0,1,0,Psychology,F,"Very High OxyS - $46,000 +",2,7565
0,FAY,NO,0,Asian,0,TN,3.43,610.0,1,1,Chemistry,M,No OxyS - $0,3,2149
0,FAY,TRST,0,White,0,TN,3.96,92.0,0,0,Chemistry,M,"High OxyS - $30,000 to $45,999",1,4506
1,FAY,TRST,0,White,0,WA,3.98,160.0,1,0,Biochemistry,F,"Low OxyS - $1 to $19,999",1,722
0,FAY,NO,0,White,0,MN,3.88,370.0,0,0,Biology,F,No OxyS - $0,2,9331
0,FAY,DIR,0,White,0,CA,3.85,1100.0,1,0,Engineering Combined Degree Program,M,"Low OxyS - $1 to $19,999",2,7790
0,FAY,NO,0,White,0,NY,3.74,233.0,0,0,Politics,F,"Low OxyS - $1 to $19,999",2,651
0,FAY,,0,Black or African American,1,MO,3.71,,0,0,Politics,F,"Very High OxyS - $46,000 +",6,3380
0,FAN,NO,0,"Hispanic/Latino, White",0,CA,3.96,81.0,1,0,English,F,No OxyS - $0,3,7569
0,FAN,NO,0,White,0,CA,3.43,82.0,1,1,English,M,No OxyS - $0,3,2914
0,FAN,,0,White,0,WA,4.0,,0,0,Psychology,F,No OxyS - $0,3,4628
0,FAY,PRES,0,Asian,0,CA,4.0,319.0,0,0,Education,F,"Low OxyS - $1 to $19,999",1,1343
0,FAY,,0,White,0,AZ,3.6,,1,0,Computer Science,M,"Low OxyS - $1 to $19,999",4,7738
1,FAN,NO,0,White,0,CA,4.0,598.0,0,0,Mathematics,F,No OxyS - $0,2,8232
0,FAY,DIR,0,Asian,0,CA,3.81,583.0,0,0,"Media, Arts and Culture",F,"Very High OxyS - $46,000 +",2,3999
0,FAN,,0,White,0,WA,3.86,,0,1,Pre-health Professions,F,No OxyS - $0,2,8785
0,FAY,NO,0,White,0,CA,3.79,529.0,1,0,Psychology,F,"Low OxyS - $1 to $19,999",2,2481
1,FAY,TRST,0,Black or African American,0,TN,3.77,479.0,1,0,"Media, Arts and Culture",F,"High OxyS - $30,000 to $45,999",1,918
0,FAY,PRES,0,White,0,NC,4.0,333.0,1,1,Psychology,M,"Medium OxyS - $20,000 - $29,999",1,1874
1,FAY,DIR,0,White,0,CA,4.0,,1,0,Cognitive Science,F,"High OxyS - $30,000 to $45,999",2,2068
1,FAY,PRES,0,White,0,WA,3.98,528.0,1,0,Mathematics,F,"Low OxyS - $1 to $19,999",1,447
1,FAY,NO,0,"Asian, White",0,NV,3.58,302.0,1,0,Pre-law Advising,M,"Low OxyS - $1 to $19,999",3,6832
1,FAN,DIR,0,White,0,MA,3.68,310.0,1,0,Urban and Environmental Policy,F,"Low OxyS - $1 to $19,999",2,3494
0,FAY,NO,0,"Hispanic/Latino, White",1,CA,3.58,655.0,0,0,Pre-health Professions,F,"High OxyS - $30,000 to $45,999",4,2854
0,FAY,NO,0,White,0,MT,3.9,70.0,0,0,Mathematics,M,No OxyS - $0,4,4784
0,FAY,DIR,0,White,0,CA,3.94,351.0,1,0,Biology,F,"Low OxyS - $1 to $19,999",2,4203
0,FAN,,0,White,0,DC,3.67,,1,0,Politics,F,No OxyS - $0,3,3829
0,FAY,DIR,0,Asian,1,CA,3.67,548.0,0,0,Art History,F,"High OxyS - $30,000 to $45,999",2,5148
1,FAY,DIR,0,White,0,CO,3.36,425.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",2,7573
0,FAY,NO,0,White,0,CA,3.32,800.0,1,0,Undecided,M,"Medium OxyS - $20,000 - $29,999",4,6364
0,FAY,NO,0,White,1,HI,4.0,22.0,1,0,Education,F,"High OxyS - $30,000 to $45,999",3,6721
1,FAY,NO,0,Asian,0,CA,3.5,651.0,1,0,Psychology,F,"High OxyS - $30,000 to $45,999",2,4918
0,FAY,PRES,0,Asian,0,CA,3.9,,1,0,Pre-law Advising,M,"Low OxyS - $1 to $19,999",1,8563
0,FAY,PRES,0,Asian,0,CA,3.95,113.0,1,1,Kinesiology,M,"Medium OxyS - $20,000 - $29,999",1,4394
0,FAN,NO,0,"Hispanic/Latino, White",1,CA,3.84,147.0,0,0,Economics,M,No OxyS - $0,3,164
1,FAN,NO,0,White,0,WA,3.4,77.0,1,1,Diplomacy & World Affairs,M,No OxyS - $0,4,2973
0,FAN,TRST,0,White,0,TX,3.92,562.0,1,0,Pre-health Professions,F,"Low OxyS - $1 to $19,999",1,7743
0,FAY,,0,White,0,AZ,3.94,,1,0,Biology,F,"Medium OxyS - $20,000 - $29,999",3,427
0,FAN,PRES,0,"American Indian or Alaska Native, White",0,NJ,3.79,,1,0,Sociology,F,"Low OxyS - $1 to $19,999",1,4763
0,FAY,MBS,0,White,0,WA,4.0,250.0,1,1,Biology,F,"Medium OxyS - $20,000 - $29,999",1,925
0,FAN,NO,0,White,0,NY,,7.0,1,0,Theater,F,No OxyS - $0,3,6517
0,FAY,NO,0,Hispanic/Latino,0,TX,3.35,121.0,0,0,Pre-health Professions,F,No OxyS - $0,5,1991
0,FAN,,0,White,0,,,,1,0,English,F,No OxyS - $0,4,5836
0,FAN,,0,White,0,NJ,3.68,,0,0,Art History,F,No OxyS - $0,2,9517
0,FAY,MBS,0,White,1,CA,3.89,416.0,0,0,English,F,"Very High OxyS - $46,000 +",1,6735
0,FAY,NO,0,White,0,CA,3.71,450.0,1,0,Politics,F,No OxyS - $0,3,3369
1,FAN,NO,0,"Asian, White",0,Tokyo,3.48,63.0,0,0,Diplomacy & World Affairs,M,No OxyS - $0,4,3542
1,FAY,DIR,0,White,0,CA,3.9,602.0,1,1,American Studies,F,"Low OxyS - $1 to $19,999",2,9110
0,FAN,NO,0,White,0,MN,3.67,133.0,1,0,Economics,M,No OxyS - $0,3,4891
0,FAY,NO,0,Black or African American,1,NY,3.88,101.0,0,0,Pre-law Advising,F,"Very High OxyS - $46,000 +",3,5996
0,FAY,,0,White,0,WA,3.35,,0,0,Physics: 3-2 Engineering Program,M,No OxyS - $0,4,9133
0,FAY,DIR,0,White,1,CA,3.97,268.0,0,0,Urban and Environmental Policy,F,"Low OxyS - $1 to $19,999",2,5834
0,FAN,DIR,0,White,0,NV,3.98,,0,0,Psychology,F,"Low OxyS - $1 to $19,999",2,484
1,FAN,NO,0,White,0,MD,3.38,80.0,1,0,Art History,M,No OxyS - $0,3,8470
0,FAN,PRES,0,Asian,0,CA,3.83,468.0,0,1,Diplomacy & World Affairs,M,"Medium OxyS - $20,000 - $29,999",1,9555
0,FAN,PRES,0,White,0,CA,4.0,,0,0,Independent Pattern of Study,F,"Low OxyS - $1 to $19,999",1,2798
0,FAY,NO,0,Asian,0,CA,3.85,292.0,1,0,Critical Theory & Social Justice,F,"Medium OxyS - $20,000 - $29,999",3,6213
0,FAY,NO,0,White,0,IL,3.8,770.0,1,0,Kinesiology,F,"Medium OxyS - $20,000 - $29,999",2,2480
0,FAY,,0,Hispanic/Latino,1,CA,3.82,,1,0,Latino(a) and Latin American Studies,F,"High OxyS - $30,000 to $45,999",4,7392
0,FAN,NO,0,White,0,MD,3.25,605.0,0,0,Pre-health Professions,F,No OxyS - $0,4,6043
0,FAY,NO,0,Hispanic/Latino,1,CA,3.36,162.0,1,0,Computer Science,M,"High OxyS - $30,000 to $45,999",3,5378
1,FAY,NO,0,White,0,UT,3.43,338.0,1,0,Philosophy,M,"Very High OxyS - $46,000 +",3,8907
1,FAY,PRES,0,White,1,CA,3.86,,1,1,Biology,M,"High OxyS - $30,000 to $45,999",1,6026
1,FAN,NO,0,White,0,MN,3.92,356.0,1,0,Computer Science,M,No OxyS - $0,2,7616
0,FAY,TRST,1,White,0,CA,3.72,223.0,1,0,Chemistry,M,"Low OxyS - $1 to $19,999",1,3080
0,FAY,NO,0,Asian,0,CA,3.75,588.0,0,0,Mathematics,M,No OxyS - $0,3,1341
0,FAY,,0,White,0,CA,3.54,,0,0,Economics,M,"Low OxyS - $1 to $19,999",3,5391
0,FAY,MBS,0,White,0,WY,4.0,179.0,0,0,Economics,M,"High OxyS - $30,000 to $45,999",1,5468
0,FAY,NO,0,Asian,0,CA,3.38,588.0,1,0,Kinesiology,M,No OxyS - $0,4,3942
0,FAY,DIR,0,Asian,0,HI,3.72,,0,0,Biology,F,"Low OxyS - $1 to $19,999",2,9436
0,FAN,NO,0,White,0,WA,3.89,93.0,1,1,Politics,F,No OxyS - $0,2,4172
1,FAN,DIR,0,White,0,IN,4.0,570.0,1,0,Art History,F,"Low OxyS - $1 to $19,999",2,2705
0,FAY,NO,0,White,0,MN,3.32,,1,0,Biology,F,"Low OxyS - $1 to $19,999",3,3607
0,FAN,NO,0,White,0,MA,3.31,356.0,0,0,"Media, Arts and Culture",M,No OxyS - $0,4,7970
1,FAY,NO,0,Black or African American,1,CA,3.68,72.0,1,1,Urban and Environmental Policy,F,"High OxyS - $30,000 to $45,999",4,9141
0,FAY,,0,Asian,1,CA,3.69,,0,0,Chemistry,M,"Low OxyS - $1 to $19,999",3,7861
0,FAY,DIR,0,"Hispanic/Latino, White",0,CA,4.0,465.0,0,0,Pre-health Professions,F,"High OxyS - $30,000 to $45,999",2,1301
0,FAN,NO,0,White,0,NY,3.86,287.0,0,0,Spanish Studies,F,No OxyS - $0,3,904
0,FAN,,0,Asian,0,CA,3.52,,0,0,Art History,F,No OxyS - $0,3,5077
0,FAY,NO,0,White,0,CA,3.41,630.0,1,0,Urban and Environmental Policy,F,No OxyS - $0,4,4627
0,FAY,DIR,0,White,0,CA,3.78,342.0,1,0,Biochemistry,F,"Low OxyS - $1 to $19,999",2,4691
0,FAY,NO,0,,0,CA,3.9,400.0,0,0,Pre-health Professions,F,"Low OxyS - $1 to $19,999",3,7492
0,FAY,NO,0,Hispanic/Latino,0,CA,3.2,587.0,1,0,Sociology,M,"Low OxyS - $1 to $19,999",4,3250
0,FAY,NO,0,Hispanic/Latino,0,WA,3.93,20.0,1,0,Psychology,F,"Low OxyS - $1 to $19,999",2,4213
0,FAN,DIR,0,,0,NY,3.8,84.0,1,0,Theater,F,"Medium OxyS - $20,000 - $29,999",2,1277
0,FAY,DIR,0,Asian,0,WI,4.0,393.0,1,0,Engineering Combined Degree Program,F,"Low OxyS - $1 to $19,999",2,2592
0,FAN,MBS,0,"Asian, White",0,CA,3.98,62.0,1,1,Interdisciplinary Writing,F,"Medium OxyS - $20,000 - $29,999",1,2155
0,FAN,DIR,0,White,0,CA,3.84,56.0,1,1,Mathematics,F,"Low OxyS - $1 to $19,999",2,3121
0,FAY,DIR,1,,0,WA,3.83,358.0,1,0,Sociology,F,"High OxyS - $30,000 to $45,999",2,4460
0,FAN,NO,0,White,0,CA,4.0,421.0,0,0,Undecided,M,No OxyS - $0,1,99
0,FAN,NO,0,White,0,NY,3.5,281.0,0,0,Biology,M,No OxyS - $0,2,1665
1,FAN,NO,0,White,0,MA,3.53,380.0,1,0,Sociology,F,No OxyS - $0,3,438
0,FAY,TRST,0,"Hispanic/Latino, White",0,FL,4.0,814.0,0,1,Chemistry,F,"Low OxyS - $1 to $19,999",1,5290
0,FAN,NO,0,White,0,CA,3.69,660.0,1,0,Environmental Science,F,No OxyS - $0,3,2386
0,FAY,NO,0,White,1,WA,3.86,423.0,0,0,Studio Art,F,Unknown - In Progress,3,2755
0,FAN,NO,0,White,0,CA,3.85,42.0,0,0,Politics,F,No OxyS - $0,2,4354
1,FAY,LDRS,0,White,1,OR,3.85,321.0,1,0,Diplomacy & World Affairs,F,"High OxyS - $30,000 to $45,999",2,2687
0,FAY,PRES,0,White,0,TX,3.9,145.0,1,0,Interdisciplinary Writing,F,"Medium OxyS - $20,000 - $29,999",1,1823
0,FAY,DIR,0,,0,CO,3.74,463.0,1,0,Biochemistry,F,"High OxyS - $30,000 to $45,999",2,1507
0,FAY,DIR,1,Hispanic/Latino,0,CA,3.71,,0,0,Biology,F,"Low OxyS - $1 to $19,999",2,7145
1,FAY,NO,0,Black or African American,0,NV,2.96,645.0,1,1,Urban and Environmental Policy,F,"Very High OxyS - $46,000 +",4,8650
0,FAY,PRES,0,Asian,0,CA,3.96,,0,0,Biology,F,"Low OxyS - $1 to $19,999",1,7028
0,FAY,DIR,0,White,0,CA,3.65,,0,0,Psychology,M,"Medium OxyS - $20,000 - $29,999",2,7383
0,FAN,LDRS,0,Asian,0,PA,3.77,314.0,1,0,Environmental Science,F,"Low OxyS - $1 to $19,999",1,9544
0,FAY,DIR,0,White,0,CA,3.88,,1,0,English,F,"Low OxyS - $1 to $19,999",2,5031
0,FAN,NO,0,White,0,CO,3.49,308.0,1,1,Psychology,F,No OxyS - $0,3,8163
1,FAY,NO,0,White,0,NY,3.96,163.0,1,0,Urban and Environmental Policy,F,"Low OxyS - $1 to $19,999",3,4640
0,FAY,LDRS,0,White,1,WA,4.0,,0,0,Biochemistry,F,"High OxyS - $30,000 to $45,999",2,4803
0,FAY,NO,0,White,0,NE,3.54,409.0,1,0,Art History,F,"Low OxyS - $1 to $19,999",3,4837
0,FAN,DIR,0,Asian,0,CA,3.83,100.0,1,0,Economics,M,"Low OxyS - $1 to $19,999",2,9588
0,FAY,MBS,0,White,0,CA,4.0,244.0,0,0,Physics,M,"Medium OxyS - $20,000 - $29,999",1,1804
0,FAN,NO,0,White,0,CA,3.96,330.0,0,1,Art History,F,No OxyS - $0,4,5281
0,FAY,,0,Black or African American,0,CA,3.54,,1,0,Economics,M,"Low OxyS - $1 to $19,999",3,6382
0,FAY,NO,0,White,1,IL,3.83,302.0,0,0,Psychology,F,"Medium OxyS - $20,000 - $29,999",2,9224
0,FAY,NO,0,White,0,CA,3.92,77.0,1,0,Neuroscience,F,"Low OxyS - $1 to $19,999",2,1642
0,FAN,DIR,0,White,0,CA,3.81,90.0,0,0,Mathematics,M,"Low OxyS - $1 to $19,999",2,1917
0,FAN,NO,0,White,0,KS,3.98,64.0,0,0,Biology,F,No OxyS - $0,2,6666
0,FAY,,0,Hispanic/Latino,1,CA,3.74,,0,0,Pre-health Professions,F,"High OxyS - $30,000 to $45,999",4,5547
0,FAY,MBS,0,White,0,IL,3.96,250.0,0,0,Creative Writing,M,"Medium OxyS - $20,000 - $29,999",1,2733
1,FAY,NO,0,"Asian, White",0,TX,3.45,407.0,1,0,"Media, Arts and Culture",F,Unknown - In Progress,4,9297
0,FAY,NO,0,"American Indian or Alaska Native, Hispanic/Latino",1,CA,3.78,148.0,1,0,Psychology,M,"High OxyS - $30,000 to $45,999",3,7398
0,FAN,DIR,0,White,0,NH,,1.0,1,0,Independent Pattern of Study,F,"Low OxyS - $1 to $19,999",2,3649
0,FAN,NO,0,White,0,TX,3.08,78.0,1,0,Music,M,No OxyS - $0,3,8014
0,FAY,NO,0,Black or African American,1,CA,3.87,761.0,1,0,Neuroscience,F,"High OxyS - $30,000 to $45,999",3,9171
0,FAY,NO,0,Asian,0,HI,3.9,419.0,0,0,Physics: 3-2 Engineering Program,M,No OxyS - $0,3,2653
0,FAY,TRST,0,Asian,1,CA,4.0,625.0,1,0,Urban and Environmental Policy,F,Unknown - In Progress,1,9240
1,FAY,,0,White,0,CT,3.82,,1,0,Independent Pattern of Study,F,"Low OxyS - $1 to $19,999",2,529
0,FAY,PRES,0,Asian,0,Istanbul,4.0,21.0,0,0,Chemistry,F,"Medium OxyS - $20,000 - $29,999",1,84
0,FAY,MBS,0,"Asian, White",0,DC,3.83,148.0,1,0,Undecided,F,"Medium OxyS - $20,000 - $29,999",1,660
